personLabel,universityLabel,organisationLabel
Gustaf Robert Dahlander,Chalmers University of Technology,Royal Institute of Technology
Peter Brzezinski,Chalmers University of Technology,Stockholm University
Christian Ekberg,Chalmers University of Technology,Chalmers University of Technology
Stephen Hwang,Chalmers University of Technology,Linnaeus University
Stellan Ekberg,Chalmers University of Technology,Royal Institute of Technology
Bertil Törnell,Chalmers University of Technology,Lund University
Göran Grimvall,Chalmers University of Technology,Royal Institute of Technology
Göran Stemme,Chalmers University of Technology,Royal Institute of Technology
Erik Stemme,Chalmers University of Technology,Chalmers University of Technology
Ingolf Lindau,Chalmers University of Technology,Lund University
Ingemar Lundström,Chalmers University of Technology,Chalmers University of Technology
Pontus Herman Henriques,Chalmers University of Technology,Royal Institute of Technology
Mats Leijon,Chalmers University of Technology,Uppsala University
Christer Svensson,Chalmers University of Technology,Linköping University
Lars Samuelson,Chalmers University of Technology,Lund University
Stig Larsson,Chalmers University of Technology,Chalmers University of Technology
Torleif Härd,Chalmers University of Technology,Karolinska Institute
Bror Viktor Adler,Chalmers University of Technology,Chalmers University of Technology
Janne Wallenius,Chalmers University of Technology,Royal Institute of Technology
Andreas Skallberg,Linköping University,Linköping University
Richard Söderberg,Chalmers University of Technology,Massachusetts Institute of Technology
Gunnar Weijman-Hane,Chalmers University of Technology,Chalmers University of Technology
Sven Olving,Chalmers University of Technology,Chalmers University of Technology
Hans Bjur,Chalmers University of Technology,University of Gothenburg
Katri Manninen,Karolinska Institute,Karolinska University Hospital
Hans-Olof Andrén,Chalmers University of Technology,Chalmers University of Technology
Helge Zimdal,Chalmers University of Technology,Chalmers University of Technology
Johan Sterte,Chalmers University of Technology,Luleå University of Technology
Lars Samuelson,Chalmers University of Technology,Chalmers University of Technology
Anne-Marie Hermansson,Chalmers University of Technology,Chalmers University of Technology
Gustaf Robert Dahlander,Chalmers University of Technology,Chalmers University of Technology
Kim Blom,Karolinska Institute,Karolinska Institute
Tomas Kåberger,Chalmers University of Technology,Lund University
Claes-Göran Granqvist,Chalmers University of Technology,Uppsala University
Anna Dubois,Chalmers University of Technology,Chalmers University of Technology
Åke Öberg,Chalmers University of Technology,Linköping University
Martin Singull,Linköping University,Linköping University
Bertil Agdur,Chalmers University of Technology,Royal Institute of Technology
Janis Bubenko,Chalmers University of Technology,Royal Institute of Technology
Gert Wingårdh,Chalmers University of Technology,Chalmers University of Technology
Johan Sterte,Chalmers University of Technology,Karlstad University
Suling Li,Karolinska Institute,Brunel University
Olle Inganäs,Chalmers University of Technology,Linköping University
Rune Andersson,Chalmers University of Technology,Luleå University of Technology
Pam Fredman,Chalmers University of Technology,University of Gothenburg
Anders Sjöberg,Chalmers University of Technology,Chalmers University of Technology
Rim Turkmani,Chalmers University of Technology,Imperial College London
Tomas Kåberger,Chalmers University of Technology,Chalmers University of Technology
Leif Östling,Chalmers University of Technology,Chalmers University of Technology
Ann-Sofie Rudberg,Karolinska Institute,Karolinska Institute
Ann-Sofie Rudberg,Karolinska Institute,Danderyd Hospital
Erik Kollberg,Chalmers University of Technology,Chalmers University of Technology
Andreas Fejes,Linköping University,Linköping University
Tommy Cederholm,Karolinska Institute,Uppsala University
Bert Allard,Chalmers University of Technology,Linköping University
Gunilla Jönson,Chalmers University of Technology,Lund University
Janis Bubenko,Chalmers University of Technology,Stockholm University
Janis Bubenko,Chalmers University of Technology,University of Gothenburg
Mats Hillert,Chalmers University of Technology,Royal Institute of Technology
Marcus Aldén,Chalmers University of Technology,Lund University
Hjalmar Lundbohm,Chalmers University of Technology,Geological Survey of Sweden
Anders Lindblad,Chalmers University of Technology,Chalmers University of Technology
Ingemar Lundström,Chalmers University of Technology,Linköping University
Larsgunnar Nilsson,Chalmers University of Technology,Linköping University
Nils Hartler,Chalmers University of Technology,Royal Institute of Technology
Torleif Härd,Chalmers University of Technology,Royal Institute of Technology
Anders Szepessy,Chalmers University of Technology,Royal Institute of Technology
Vinit Parida,Luleå University of Technology,Luleå University of Technology
Sennai Mesfun,Luleå University of Technology,Luleå University of Technology
Lubomira Tosheva,Luleå University of Technology,Manchester Metropolitan University
Taraka R K Pamidi,Luleå University of Technology,Luleå University of Technology
Josefin Lassinantti,Luleå University of Technology,Agency for Digital Government
Leonardo Pelcastre,Luleå University of Technology,Luleå University of Technology
Catrine Kostenius,Luleå University of Technology,Luleå University of Technology
Anneli Nyman,Luleå University of Technology,Luleå University of Technology
Henrik Nilsson,Linköping University,University of Nottingham
Ulrica Lundström,Luleå University of Technology,Lund University
Kristiina Oksman,Luleå University of Technology,Luleå University of Technology
Anne-Marie Landtblom,Linköping University,Uppsala University
Preben Bendtsen,Linköping University,Linköping University
Zheng Tang,Linköping University,Linköping University
Danil Korelskiy,Luleå University of Technology,Luleå University of Technology
Richard Karlsson Linnér,Linköping University,Vrije Universiteit Amsterdam
Berit Arheimer,Linköping University,Linköping University
Ann-Charlotte Kassberg,Luleå University of Technology,Luleå University of Technology
Ossi Pesämaa,Luleå University of Technology,Luleå University of Technology
Elisabeth Wetterlund,Linköping University,Linköping University
L Nilsson,Linköping University,Linköping University
Anniqa Foldemo,Linköping University,Linköping University
Per-Arne Lindqvist,Luleå University of Technology,Luleå University of Technology
Per-Olof Hansson,Linköping University,Linköping University
Mats Hammar,Linköping University,Linköping University
Martin Samuelsson,Linköping University,Linköping University Hospital
Jonas Ekman,Luleå University of Technology,Luleå University of Technology
Daniel Lundin,Linköping University,University of Kiel
Daniel Lundin,Linköping University,Royal Institute of Technology
Ossi Pesämaa,Luleå University of Technology,Hanken School of Economics
Berit Arheimer,Linköping University,Swedish Meteorological and Hydrological Institute
Davood Khodadad,Luleå University of Technology,Linnaeus University
Davood Khodadad,Luleå University of Technology,Örebro University
Imre Mäger,Linköping University,University of Oxford
Alejandro Grimm,Luleå University of Technology,Swedish University of Agricultural Sciences
Elizaveta Mensi,Luleå University of Technology,Royal Institute of Technology
Elizaveta Mensi,Luleå University of Technology,Luleå University of Technology
Nana Waldréus,Linköping University,Karolinska Institute
John Carstensen,Linköping University,Linköping University
Josefin Lassinantti,Luleå University of Technology,Luleå University of Technology
Josef Hallberg,Luleå University of Technology,Luleå University of Technology
Daniele Biglino,Linköping University,Stockholm University
Paulo V C Medeiros,Linköping University,University of Cambridge
Peter Hedström,Luleå University of Technology,Royal Institute of Technology
Anna Runnemalm,Luleå University of Technology,University of Skövde
Evelina Brännvall,Luleå University of Technology,Luleå University of Technology
Pedram Ghamgosar,Luleå University of Technology,Luleå University of Technology
Anna Eklöf,Linköping University,Linköping University
Jakob Kero,Luleå University of Technology,Luleå University of Technology
Cosmin Popescu,Luleå University of Technology,Luleå University of Technology
Karl Andersson,Luleå University of Technology,Luleå University of Technology
Getachew Solomon,Luleå University of Technology,Luleå University of Technology
Paulo V C Medeiros,Linköping University,Swedish Meteorological and Hydrological Institute
Pedram Ghamgosar,Luleå University of Technology,Uppsala University
Love Alm,Luleå University of Technology,Royal Institute of Technology
Love Alm,Luleå University of Technology,Swedish Institute of Space Physics
Mikael Rahmqvist,Linköping University,Linköping University
Lars-Erik Lindgren,Luleå University of Technology,Luleå University of Technology
Mats Ekevad,Luleå University of Technology,Luleå University of Technology
Hannah Snyder,Linköping University,Linköping University
Gabriel Sas,Luleå University of Technology,Luleå University of Technology
Gert Bonnier,Stockholm University,Stockholm University
Hilding Eek,Stockholm University,Stockholm University
Erland Lagerroth,Stockholm University,Lund University
Vibjörn Karlén,Stockholm University,Stockholm University
Gösta Ehrensvärd,Stockholm University,Lund University
Lennart Bengtsson,Stockholm University,Stockholm University
Patrik Aspers,Stockholm University,Stockholm University
Barbro Åsman,Stockholm University,Stockholm University
Mats Larsson (physicist),Stockholm University,Royal Institute of Technology
Holger Erdtman,Stockholm University,Royal Institute of Technology
Gösta Forssell,Stockholm University,Karolinska Institute
Karl-Olov Arnstberg,Stockholm University,Södertörn University
George Sangster,Stockholm University,Stockholm University
Hans Rådström,Stockholm University,Stockholm University
Helge Bäckström,Stockholm University,Stockholm University
Gunnar Johansson,Stockholm University,Uppsala University
Gunnar Hägg,Stockholm University,Uppsala University
Gunnar Larsson-Leander,Stockholm University,Lund University
Anders Götherström,Stockholm University,Uppsala University
Göran Goldkuhl,Stockholm University,University of Gothenburg
Lamek Hulthén,Stockholm University,Lund University
Kjell Härnqvist,Stockholm University,University of Gothenburg
Christer Kiselman,Stockholm University,Uppsala University
Marianne Bernadotte,Stockholm University,Royal Dramatic Theatre
Gösta Gahm,Stockholm University,Stockholm University
Per Olof Hulth,Stockholm University,Stockholm University
Claes Ahlund,Stockholm University,Åbo Akademi University
Sven Hörstadius,Stockholm University,Uppsala University
Mats Larsson (physicist),Stockholm University,Stockholm University
Jan Glete,Stockholm University,Stockholm University
Gösta Bagge,Stockholm University,Stockholm University
Anders Klevmarken,Stockholm University,Uppsala University
Mats Kumlien,Stockholm University,Uppsala University
Cyrill Brosset,Stockholm University,Chalmers University of Technology
Claes Ahlund,Stockholm University,Mid Sweden University
Jan Peder Lamm,Stockholm University,Stockholm University
Hanno Essén,Stockholm University,Royal Institute of Technology
Leif Andersson,Stockholm University,Uppsala University
Solfrid Söderlind,Stockholm University,Nationalmuseum
Kurt Almqvist,Stockholm University,Uppsala University
Saeid Esmaeilzadeh,Stockholm University,Stockholm University
Tamas Bartfai,Stockholm University,Karolinska Institute
Solfrid Söderlind,Stockholm University,Uppsala University
Jan-Erik Björk,Stockholm University,Stockholm University
Eli Göndör,Stockholm University,Lund University
Bengt Hultqvist,Stockholm University,Swedish Institute of Space Physics
Göran Hägg,Stockholm University,Stockholm University
Hans G. Boman,Stockholm University,Stockholm University
Erik Lakomaa,Stockholm University,Stockholm School of Economics
Gunnar Harling,Stockholm University,University of Gothenburg
Wilhelm Carlgren,Stockholm University,Stockholm University
Solfrid Söderlind,Stockholm University,Lund University
Moira von Wright,Stockholm University,Örebro University
Sven Gavelin,Stockholm University,Stockholm University
Anders Gullberg,Stockholm University,Royal Institute of Technology
Folke Fagerlind,Stockholm University,Stockholm University
Hans G. Boman,Stockholm University,Umeå University
Hans De Geer,Stockholm University,Stockholm School of Economics
Ulf Hellsten,Stockholm University,Royal Institute of Technology
Walter Korpi,Stockholm University,Stockholm University
Birgitta Tullberg,Stockholm University,Stockholm University
Carl-Olof Cederlund,Stockholm University,Södertörn University
Sven Erlander,Stockholm University,Linköping University
Erik Eriksson,Stockholm University,Uppsala University
Moira von Wright,Stockholm University,Södertörn University
Karl-Erik Larsson,Stockholm University,Royal Institute of Technology
Anders Gullberg,Stockholm University,Stockholm University
Erik Tengström,Stockholm University,Royal Institute of Technology
Per Carlson,Stockholm University,Royal Institute of Technology
Lars Engwall,Stockholm University,Uppsala University
Karl-Olov Arnstberg,Stockholm University,Stockholm University
Peter Erman,Stockholm University,Royal Institute of Technology
Lars Ericson Wolke,Stockholm University,Åbo Akademi University
Tobias Hübinette,Stockholm University,Södertörn University
Uldis Ģērmanis,Stockholm University,University of Latvia
Walter Korpi,Stockholm University,Umeå University
Hans Rådström,Stockholm University,Linköping University
Hans Rådström,Stockholm University,Royal Institute of Technology
Ralf Fröberg,Stockholm University,Stockholm University
Tord Ganelius,Stockholm University,University of Gothenburg
Göran Goldkuhl,Stockholm University,Linköping University
Lamek Hulthén,Stockholm University,Royal Institute of Technology
Eilhard Mitscherlich,Stockholm University,Humboldt University of Berlin
Johan Håstad,Stockholm University,Royal Institute of Technology
Anna Fogdell-Hahn,Karolinska Institute,Karolinska Institute
Harald Cramér,Stockholm University,Stockholm University
Joachim Israel,Stockholm University,Lund University
Germund Dahlquist,Stockholm University,Royal Institute of Technology
Erik Lundberg,Stockholm University,Stockholm School of Economics
Helge von Koch,Stockholm University,Royal Institute of Technology
Bertil Ohlin,Stockholm University,Stockholm School of Economics
Heinz Leymann,Stockholm University,Stockholm University
Ebba Witt-Brattström,Stockholm University,Humboldt University of Berlin
Per Enflo,Stockholm University,Royal Institute of Technology
Paul Josef Crutzen,Stockholm University,Stockholm University
Saikiran Sedimbi,Karolinska Institute,University of Gothenburg
Germund Dahlquist,Stockholm University,Stockholm University
Helge von Koch,Stockholm University,Stockholm University
Göran Liljestrand,Stockholm University,Karolinska Institute
Sofia Kovalevskaya,Stockholm University,Stockholm University
Heinrich Gustav Magnus,Stockholm University,Humboldt University of Berlin
Heinz Leymann,Stockholm University,Umeå University
Svante August Arrhenius,Stockholm University,Uppsala University
Kai Siegbahn,Stockholm University,Royal Institute of Technology
Gunnar Myrdal,Stockholm University,Stockholm University
Ebba Witt-Brattström,Stockholm University,Södertörn University
Svante August Arrhenius,Stockholm University,Stockholm University
Liselotte Hermansson,Karolinska Institute,Örebro University
Peter Fahlstedt,Karolinska Institute,University of Bergen
Saikiran Sedimbi,Karolinska Institute,Karolinska Institute
Kai Siegbahn,Stockholm University,Uppsala University
Bengt I. Samuelsson,Stockholm University,Karolinska Institute
Jingcheng Zhao,Karolinska Institute,Karolinska Institute
Viveca Sten,Stockholm University,Stockholm University
Liselotte Hermansson,Karolinska Institute,Örebro University Hospital
Torbjörn Caspersson,Stockholm University,Karolinska Institute
Gunnar Myrdal,Stockholm University,Stockholm School of Economics
Per-Erik Åbom,Karolinska Institute,Ryhov County Hospital
Otto Benesch,Stockholm University,Albertina
Carl-Gustaf Rossby,Stockholm University,Massachusetts Institute of Technology
Carl-Gustaf Rossby,Stockholm University,Swedish Meteorological and Hydrological Institute
Sune Bergström,Stockholm University,Lund University
Germain Henri Hess,Stockholm University,Saint Petersburg Mining Institute
Christian Bitar,Karolinska Institute,Karolinska University Hospital
Ivar Otto Bendixson,Stockholm University,Royal Institute of Technology
Christer Fuglesang,Stockholm University,Royal Institute of Technology
Walter Gordon,Stockholm University,Stockholm University
Xiaowei Zheng,Karolinska Institute,Karolinska Institute
Torsten Persson,Stockholm University,Stockholm University
Anna Wedell,Karolinska Institute,Karolinska Institute
Maria Sundvall,Karolinska Institute,Karolinska Institute
Rudolf Meidner,Stockholm University,Stockholm School of Economics
Erik Lundberg,Stockholm University,Stockholm University
Otto Benesch,Stockholm University,Fitzwilliam Museum
Lars O Tjernberg,Karolinska Institute,Karolinska Institute
Walter Gordon,Stockholm University,University of Hamburg
Sune Bergström,Stockholm University,Karolinska Institute
Hialmar Rendahl,Stockholm University,Swedish Museum of Natural History
Joachim Israel,Stockholm University,Uppsala University
Oskar Klein,Stockholm University,Lund University
Oskar Klein,Stockholm University,Stockholm University
Erik Ivar Fredholm,Stockholm University,Stockholm University
Wenyi Zheng,Karolinska Institute,Karolinska Institute
Anna Fahlgren,Linköping University,Linköping University
Stefan Bertilsson,Linköping University,Uppsala University
Kjell Simonsson,Linköping University,Linköping University
Joakim Dillner,Karolinska Institute,Karolinska University Hospital
Genevieve Gorrell,Linköping University,University of Sheffield
Robert Thornberg,Linköping University,Linköping University
Anna-Karin Wikström,Karolinska Institute,Uppsala University Hospital
Lars Agréus,Karolinska Institute,Karolinska Institute
Johan E Larsson,Linköping University,Linköping University
Caroline Lindholm,Linköping University,Linköping University
Ida Sörensen,Linköping University,Karolinska Institute
Bengt Lindholm,Karolinska Institute,Karolinska Institute
Henrik Kjölhede,Linköping University,Sahlgrenska University Hospital
Tetyana Tegnebratt,Karolinska Institute,Karolinska University Hospital
Stefan Gustafson,Linköping University,Linköping University
Weili Xu,Karolinska Institute,Karolinska Institute
Pier Jaarsma,Linköping University,Linköping University
Åsa V Keita,Linköping University,Linköping University
Elisabeth Wetterlund,Linköping University,Luleå University of Technology
Erik Forsell,Linköping University,Karolinska Institute
Ankica Babic,Linköping University,Linköping University
Agne Larsson,Linköping University,Karolinska Institute
Klara B Laksov,Karolinska Institute,Karolinska Institute
Robert Selegård,Linköping University,Linköping University
David Hall,Linköping University,Linköping University
Joakim Dillner,Karolinska Institute,Karolinska Institute
Manuchehr Abedi-Valugerdi,Karolinska Institute,Karolinska Institute
David Grommisch,Karolinska Institute,Karolinska Institute
Staffan Nilsson,Linköping University,Stockholm University
Anna-Karin Wikström,Karolinska Institute,Karolinska Institute
Ferdinand X Choong,Karolinska Institute,Karolinska Institute
Anna-Karin Wikström,Karolinska Institute,Danderyd Hospital
Sami Elhag,Linköping University,Linköping University
Haris Antypas,Karolinska Institute,Karolinska Institute
Henry Radamson,Linköping University,Royal Institute of Technology
Peter Garpenby,Linköping University,Linköping University
Sven Stafström,Linköping University,Linköping University
Andrejs Petruhins,Linköping University,Linköping University
Mattias Jansson,Linköping University,Linköping University
Martin Eneling,Linköping University,Linköping University
Tetyana Tegnebratt,Karolinska Institute,Karolinska Institute
Peter Olsson,Linköping University,Lund University
Christina Öberg,Linköping University,Lund University
Christina Öberg,Linköping University,Örebro University
Otto Stackelberg,Karolinska Institute,Karolinska Institute
Bo E. Sernelius,Linköping University,Linköping University
Peter W. Eklund,Linköping University,University of Adelaide
Tobias Benselfelt,Linköping University,Royal Institute of Technology
Christer Svensén,Karolinska Institute,Karolinska Institute
Martin Schalling,Karolinska Institute,Karolinska Institute
Jaganmohan R Jangamreddy,Linköping University,Linköping University
Jianwei Zhu,Karolinska Institute,Karolinska Institute
Bengt Andrae,Karolinska Institute,Karolinska Institute
Christina Öberg,Linköping University,University of Exeter
Helena Erlandsson-Harris,Karolinska Institute,Karolinska Institute
Jan Zedenius,Karolinska Institute,Karolinska Institute
Gholamreza R. Yazdi,Linköping University,Linköping University
Ming-Tao Lee,Linköping University,Uppsala University
Pierpaolo Di Giminiani,Linköping University,Newcastle University
Lena Palmberg,Karolinska Institute,Karolinska Institute
Lucimara Stolz Roman,Linköping University,Linköping University
Abderrahman Ait Ali,Linköping University,Swedish National Road and Transport Research Institute
Göran Gustafsson,Linköping University,Linköping University
Lars Eriksson,Linköping University,Linköping University
Ming-Tao Lee,Linköping University,Stockholm University
Love Tätting,Linköping University,Linköping University Hospital
Victor Pestoff,Stockholm University,Mid Sweden University
Peep Algvere,Stockholm University,Linköping University
Thomas Perlmann,Stockholm University,Karolinska Institute
Johan Rönnby,Stockholm University,Södertörn University
Indrek Martinson,Stockholm University,Lund University
Ulla Ehrensvärd,Stockholm University,Q10716418
Åke Pleijel,Stockholm University,Royal Institute of Technology
Ulla Ehrensvärd,Stockholm University,Nationalmuseum
Per-Arne Bodin,Stockholm University,Stockholm University
Max Gorosch,Stockholm University,Stockholm University
Pål Nyrén,Stockholm University,Royal Institute of Technology
Ulla Ehrensvärd,Stockholm University,National Library of Sweden
Einar Lindholm,Stockholm University,Royal Institute of Technology
Ingemar Mundebo,Stockholm University,Stockholm University
Hemming Virgin,Stockholm University,University of Gothenburg
Ingrid Detter de Frankopan,Stockholm University,Stockholm University
Åke Pleijel,Stockholm University,Uppsala University
Kerstin Lindblad-Toh,Stockholm University,Uppsala University
Björn Malmgren,Stockholm University,University of Gothenburg
Karl-Göran Mäler,Stockholm University,Stockholm School of Economics
Kent Kainulainen,Stockholm University,Stockholm University
Thomas Lundqvist,Stockholm University,University of Gothenburg
Olof Hanner,Stockholm University,University of Gothenburg
Bengt Lindberg,Stockholm University,Stockholm University
Bo Södersten,Stockholm University,Lund University
Bo Södersten,Stockholm University,University of Gothenburg
Ingemar Ståhl,Stockholm University,Lund University
Carl Hildebrand Lindroth,Stockholm University,Lund University
Susanna Roxman,Stockholm University,Lund University
Åke Pleijel,Stockholm University,Lund University
Johan Rockström,Stockholm University,Stockholm University
Phillips Hult,Stockholm University,Uppsala University
Börje Steenberg,Stockholm University,Royal Institute of Technology
Lars Nord,Stockholm University,Mid Sweden University
Michael Tjernström,Stockholm University,Uppsala University
Jan Lundqvist,Stockholm University,Stockholm University
Urban Lendahl,Stockholm University,Karolinska Institute
Krister Wahlbäck,Stockholm University,Umeå University
Ernst Söderlund,Stockholm University,Stockholm University
Phillips Hult,Stockholm University,Stockholm University
Valter Schytt,Stockholm University,Stockholm University
Jens Rydgren,Stockholm University,Stockholm University
Ragnar Nilsson,Stockholm University,Stockholm University
Rolf Luft,Stockholm University,Karolinska Institute
Nils Sundius,Stockholm University,Uppsala University
Ulla Ehrensvärd,Stockholm University,Stockholm Public Library
Jonas Linde,Stockholm University,Royal Institute of Technology
Peep Algvere,Stockholm University,Karolinska Institute
Michael Tjernström,Stockholm University,Stockholm University
Martin Rundkvist,Stockholm University,University of Łódź
Magnus Ljunggren,Stockholm University,Stockholm University
Gunnar Törnqvist,Stockholm University,Lund University
Gunnar Vilhelm Täckholm,Stockholm University,Stockholm University
Lars-Erik Tammelin,Stockholm University,Stockholm University
Martin Rundkvist,Stockholm University,Umeå University
Sten Lagergren,Stockholm University,Karolinska Institute
Nils Zeilon,Stockholm University,Lund University
James Kendall,Stockholm University,University of Edinburgh
Vidar Thomée,Stockholm University,Chalmers University of Technology
Phillips Hult,Stockholm University,Stockholm School of Economics
Lars Sillén,Stockholm University,Royal Institute of Technology
Pasi Välimaa,Stockholm University,University of Gothenburg
Olof Selling,Stockholm University,Stockholm University
Velta Ruke-Dravina,Stockholm University,University of Latvia
Lars Werin,Stockholm University,Stockholm University
Lars Sjöberg,Stockholm University,Mid Sweden University
Håkan Eliasson,Stockholm University,Paris Diderot University
Per-Olof H. Wikström,Stockholm University,University of Cambridge
Karl Myrbäck,Stockholm University,Stockholm University
Per Ola Karis,Stockholm University,Stockholm University
Björn Roos,Stockholm University,Lund University
Velta Ruke-Dravina,Stockholm University,Lund University
Velta Ruke-Dravina,Stockholm University,Stockholm University
Hans Ryde,Stockholm University,Lund University
Jahangir Khan,Karolinska Institute,Karolinska Institute
E Christina M Wennerström,Linköping University,National Cancer Institute
Niklas Löfgren,Karolinska Institute,Karolinska Institute
Karin Pukk-Härenstam,Karolinska Institute,Karolinska University Hospital
Kristian Haller,Karolinska Institute,Swedish Research Council
Staffan Josephsson,Karolinska Institute,Karolinska Institute
Eliane Piket,Karolinska Institute,Karolinska Institute
Elena Gutierrez Farewik,Karolinska Institute,Royal Institute of Technology
Yossa Dwi Hartono,Karolinska Institute,Karolinska Institute
David Mörtsell,Karolinska Institute,Lund University
Marta Lazzeroni,Karolinska Institute,Stockholm University
Lennat Fagraeus,Karolinska Institute,Karolinska Institute
Juha Ojala,Karolinska Institute,Karolinska Institute
Arja Harila-Saari,Karolinska Institute,Karolinska University Hospital
Susanna L Lundström,Karolinska Institute,Karolinska Institute
Erik Hoff,Linköping University,Sahlgrenska University Hospital
Per Södersten,Karolinska Institute,Karolinska Institute
Arja Harila-Saari,Karolinska Institute,Uppsala University
Marie Wickman Chantereau,Karolinska Institute,Karolinska Institute
Olof Hertting,Karolinska Institute,Karolinska University Hospital
Arja Harila-Saari,Karolinska Institute,Oulu University Hospital
He Tan,Linköping University,Linköping University
Ulrich Stoetzer,Karolinska Institute,Swedish Work Environment Authority
Chi-Nan Tseng,Karolinska Institute,Karolinska Institute
Örjan Skogar,Karolinska Institute,Ryhov County Hospital
Hannes Sigurjónsson,Karolinska Institute,Karolinska University Hospital
Inga-Lill Boman,Karolinska Institute,Karolinska Institute
Kristina Broliden,Karolinska Institute,Karolinska Institute
Ion Tcacencu,Karolinska Institute,Karolinska Institute
Marta Lazzeroni,Karolinska Institute,Karolinska Institute
Bengt Winblad,Karolinska Institute,Karolinska Institute
Karin Pukk-Härenstam,Karolinska Institute,Karolinska Institute
Anna Sundlöv,Karolinska Institute,Lund University
E Christina M Wennerström,Linköping University,Karolinska Institute
Mathilde Sengoelge,Karolinska Institute,Karolinska Institute
Amir Hatamie,Linköping University,University of Gothenburg
Hans Link,Karolinska Institute,Linköping University
Jan Palmblad,Karolinska Institute,Karolinska Institute
Stefan Sjöberg,Karolinska Institute,Karolinska University Hospital
Elena Gutierrez Farewik,Karolinska Institute,Chalmers University of Technology
Jianren Song,Karolinska Institute,Karolinska Institute
Martin Skeppholm,Karolinska Institute,Karolinska Institute
Jonas Jansson,Linköping University,Swedish National Road and Transport Research Institute
Hanna Sabelström,Karolinska Institute,Karolinska Institute
Elena Gutierrez Farewik,Karolinska Institute,Karolinska Institute
Benita Sjögren,Karolinska Institute,Michigan State University
Milena Schönke,Karolinska Institute,Karolinska Institute
Louise Berg,Karolinska Institute,Karolinska Institute
Elin Swedenborg,Karolinska Institute,Swedish Research Council
Markus Karlsson,Linköping University,Linköping University
Nelson N Gichora,Karolinska Institute,Karolinska Institute
Erik Hoff,Linköping University,Linköping University Hospital
Niklas Löfgren,Karolinska Institute,Karolinska University Hospital
Albertine Ranheim,Linköping University,Mälardalen University College
Christian Broberger,Karolinska Institute,Karolinska Institute
Paola Martinez,Karolinska Institute,Karolinska Institute
Moritz Lübke,Karolinska Institute,Karolinska Institute
Ann-Marie Ohrvall,Karolinska Institute,Karolinska Institute
Ida AK Nilsson,Karolinska Institute,Karolinska Institute
Amir Ata Saei,Karolinska Institute,Karolinska Institute
Fredrik Jäderling,Karolinska Institute,Karolinska Institute
He Tan,Linköping University,Jönköping University
Cilla Söderhäll,Karolinska Institute,Karolinska Institute
Jose Inzunza,Karolinska Institute,Karolinska Institute
L Joakim Holmberg,Linköping University,Linköping University
Kristi Sidney Annerstedt,Karolinska Institute,Karolinska Institute
Jan Johansson,Karolinska Institute,Karolinska Institute
Alicja Wolk,Karolinska Institute,Karolinska Institute
Leonie Klompstra,Linköping University,Linköping University
Kalle Andreasson,Karolinska Institute,Västerås Central Hospital
Carlos Marcelo Figueredo,Karolinska Institute,Griffith University - Gold Coast Campus
Anne Fältström,Linköping University,Ryhov County Hospital
Yang Xuan,Karolinska Institute,Karolinska Institute
Magnus Oledal,Royal Institute of Technology,Royal Institute of Technology
Ingvar Jung,Royal Institute of Technology,Royal Institute of Technology
Viggo Kann,Royal Institute of Technology,Royal Institute of Technology
Peter Gudmundson,Royal Institute of Technology,Royal Institute of Technology
Theo Kanter,Royal Institute of Technology,Mid Sweden University
Alf Lysholm,Royal Institute of Technology,Royal Institute of Technology
Curt Mileikowsky,Royal Institute of Technology,Royal Institute of Technology
Gustaf Lindgren,Royal Institute of Technology,Royal Institute of Technology
Erik Glemme,Royal Institute of Technology,Royal Institute of Technology
Robert W. Grubbström,Royal Institute of Technology,Linköping University
Håkan Sterky,Royal Institute of Technology,Royal Institute of Technology
Anders Eriksson,Royal Institute of Technology,Royal Institute of Technology
Ljubica Miočević,Stockholm University,Stockholm University
Ian Wachtmeister,Royal Institute of Technology,Royal Institute of Technology
Nils Ljungzell,Royal Institute of Technology,Royal Institute of Technology
Johan Rådberg,Royal Institute of Technology,Lund University
Måns Ehrenberg,Royal Institute of Technology,Karolinska Institute
Theo Kanter,Royal Institute of Technology,Stockholm University
Anders Norén,Royal Institute of Technology,Royal Institute of Technology
Pål Nyrén,Royal Institute of Technology,Royal Institute of Technology
Erik Löfgren,Royal Institute of Technology,Royal Institute of Technology
Gunnar Markesjö,Royal Institute of Technology,Royal Institute of Technology
Henrik Kreüger,Royal Institute of Technology,Royal Institute of Technology
Rudolf S. Enblom,Royal Institute of Technology,Royal Institute of Technology
Klas Sondén,Royal Institute of Technology,Royal Institute of Technology
Jonas Öhlin,Stockholm University,Swedish Agency for Economic and Regional Growth
Björn Nilsson,Royal Institute of Technology,Royal Institute of Technology
Alf Rehn,Royal Institute of Technology,Royal Institute of Technology
Alf Rehn,Royal Institute of Technology,Åbo Akademi University
Lars Nordström,Royal Institute of Technology,Chalmers University of Technology
Sverker Martin-Löf,Royal Institute of Technology,Stockholm School of Economics
Fredrik Enquist,Royal Institute of Technology,Uppsala University
Ingvar Lindgren,Royal Institute of Technology,University of Gothenburg
Jonas Eliasson,Royal Institute of Technology,Royal Institute of Technology
Fredrik Enquist,Royal Institute of Technology,University of Gothenburg
Ingvar Jung,Royal Institute of Technology,Chalmers University of Technology
Kurt Hellström,Royal Institute of Technology,Stockholm School of Economics
Sten Samuelson,Royal Institute of Technology,Lund University
Tore Lindmark,Royal Institute of Technology,Royal Institute of Technology
